Customer_ID,Industry,Company_Size,Subscription_Plan,Subscription_Fee_USD,Marketing_Channel,Website_Visits,Trial_Used,Sales_Contacted,Conversion_Status,Lifetime_Value,Churn_Status,Satisfaction_Score,Avg_Session_Time_mins,Features_Used_Count,Files_Created,Days_Active_in_Trial,Support_Tickets_Raised,Email_Click_Through_Rate,Competitor_Subscription_Price,AI_Feature_Usage_Flag,Cloud_Storage_Usage_GB,Plan_Upgrade_Flag,Plan_Downgrade_Flag,Login_Frequency_per_Week,Discount_Offered_USD,Engagement_Score,Trial_Dropoff_Flag,Last_Login_Days_Ago,Region,Device_Type
CUST_0027,Design,Small,Pro,58.93,Social Media,39,0,1,0,9968.37,0,2,6,1,22,12,4,0.64,38.54,1,30.85,0,0,6,45.8,74,1,1,North America,Desktop App
CUST_0028,Healthcare,Enterprise,Business,82,Email,5,0,0,0,2917.26,0,7,144,21,142,8,4,0.79,78.51,1,31.56,0,0,1,14.31,89,0,20,Asia,Desktop App
CUST_0029,Design,Small,Enterprise,96.04,Referral,44,1,0,1,3106.12,0,9,43,18,115,2,2,0.55,135.21,1,37.77,0,1,4,34.41,37,1,10,Asia,Mobile
CUST_0030,Marketing,Enterprise,Pro,67.62,Email,21,1,1,1,9612.48,0,10,45,23,176,25,1,0.78,73.92,1,21.06,0,0,10,7.88,23,1,4,Australia,Mobile
CUST_0031,Marketing,Mid,Pro,84.16,Referral,44,0,1,0,1577.86,0,3,75,12,170,29,4,0.21,82.65,0,45.9,0,0,5,10.52,49,0,22,Asia,Mobile
CUST_0032,Marketing,Mid,Pro,81.99,Organic,47,0,1,0,483.61,0,5,66,2,94,9,4,0.12,88.71,1,2.37,0,0,1,5.02,38,1,34,Australia,Desktop App
CUST_0033,Healthcare,Enterprise,Enterprise,73.37,Email,2,0,0,0,6138.72,0,7,139,23,40,27,3,0.11,121.92,1,14.8,0,0,14,8.25,36,1,47,Europe,Desktop App
CUST_0034,Healthcare,Enterprise,Basic,108.35,Organic,13,0,1,0,6000.23,0,8,117,9,57,19,2,0.59,45.99,1,48.08,0,0,11,49.91,58,0,51,Europe,Web
CUST_0035,IT,Enterprise,Pro,106.3,Email,49,0,1,0,8097.34,0,5,176,3,12,4,5,0.68,26.34,0,27.22,0,0,5,31.08,77,1,50,Europe,Desktop App
CUST_0036,Design,Enterprise,Pro,83.33,Email,29,0,0,0,6494.89,0,9,112,14,72,2,3,0.18,88.98,1,6.03,0,0,14,20.43,31,0,15,Australia,Web
CUST_0037,Marketing,Small,Business,111.33,Paid Ads,39,1,0,0,9869.62,0,6,56,24,113,10,0,0.72,148.88,0,8.23,0,0,13,9.56,44,1,53,Asia,Mobile
CUST_0038,Finance,Mid,Enterprise,107.38,Referral,27,1,0,1,6389.1,1,9,75,21,99,13,5,0.21,124.01,1,9.98,1,1,10,28.67,29,0,38,Asia,Mobile
CUST_0039,Finance,Enterprise,Enterprise,117.31,Social Media,4,1,0,0,580.97,0,6,47,9,52,5,0,0.13,102.96,0,47.39,0,0,8,49.28,7,1,36,Australia,Web
CUST_0040,IT,Mid,Enterprise,50.18,Email,48,0,1,0,8637.31,0,6,12,22,103,9,5,0.62,68.86,0,49.76,0,0,12,21.41,32,1,60,Australia,Desktop App
CUST_0041,Design,Enterprise,Basic,49.02,Referral,42,0,1,0,2386.18,0,6,174,3,127,21,2,0.65,105.55,1,11.41,0,0,14,40.97,47,0,24,Australia,Web
CUST_0042,Healthcare,Small,Enterprise,23.88,Social Media,35,0,0,0,2872.81,0,5,69,20,101,16,5,0.31,146.41,1,12.29,0,0,5,45.52,48,1,55,Australia,Web
CUST_0043,IT,Enterprise,Business,39.86,Social Media,2,1,0,1,11925.49,0,2,179,19,198,4,1,0.11,5.24,1,10.07,1,1,14,46.52,50,1,2,Australia,Desktop App
CUST_0044,Finance,Mid,Basic,74.29,Social Media,46,0,0,0,11325.73,0,4,33,1,198,1,2,0.95,64.62,0,34.31,0,0,4,29.37,48,0,26,Asia,Mobile
CUST_0045,Healthcare,Small,Business,69.56,Organic,44,1,1,0,2280.06,0,1,100,24,141,12,2,0.89,84.34,0,23.72,0,0,1,7.15,94,1,35,Australia,Desktop App
CUST_0046,Finance,Small,Basic,91.13,Paid Ads,9,0,1,0,4996.57,0,6,157,17,3,4,3,0.74,87.75,0,12.96,0,0,5,8.47,81,0,40,Europe,Desktop App
CUST_0047,Design,Mid,Basic,78.86,Referral,42,1,1,1,4028.14,0,4,101,6,112,15,3,0.75,130.71,1,28.95,0,0,11,11.5,10,0,40,North America,Desktop App
CUST_0048,Design,Mid,Basic,66.16,Social Media,15,0,0,0,14430.7,0,5,8,3,9,9,3,0.54,89.64,0,33.34,0,0,1,2.38,14,0,14,Australia,Mobile
CUST_0049,Education,Enterprise,Basic,67.6,Organic,14,1,0,1,1406.35,0,6,59,24,14,15,5,0.56,79.48,1,36.58,1,0,1,10.18,29,0,46,Asia,Mobile
CUST_0050,IT,Enterprise,Business,70.3,Email,2,0,1,0,1678.94,0,8,77,8,176,12,4,0.32,69.08,0,25.33,0,0,13,25.98,13,0,39,North America,Web
CUST_0051,Finance,Enterprise,Enterprise,19.61,Referral,46,1,1,0,2436.19,0,8,109,12,159,24,5,0.73,25.63,1,39.05,0,0,2,14.45,19,0,59,North America,Desktop App
CUST_0052,Design,Small,Enterprise,34.9,Email,49,1,1,0,3373.32,0,5,64,2,96,1,2,0.16,46.91,1,24.58,0,0,6,42.2,59,1,16,Australia,Web
CUST_0053,Design,Enterprise,Enterprise,23.53,Social Media,14,0,0,0,7418.2,0,1,41,2,177,6,4,0.79,117.11,0,7.59,0,0,1,28.57,66,0,57,Europe,Web
CUST_0054,Education,Enterprise,Basic,100.46,Paid Ads,21,0,0,0,8432.78,0,1,113,7,173,16,5,0.12,63.04,0,7.44,0,0,13,48.61,34,1,50,North America,Web
CUST_0055,Design,Mid,Business,18.51,Organic,30,0,1,0,10581.67,0,5,135,5,130,26,3,0.17,143.76,1,39.93,0,0,1,4.72,43,1,39,Asia,Mobile
CUST_0056,Design,Enterprise,Basic,88.95,Referral,40,0,0,0,12729.3,0,7,46,13,127,16,3,0.11,113,1,16.17,0,0,3,18.52,27,1,38,Europe,Web
CUST_0057,Finance,Mid,Basic,63.44,Referral,27,0,1,0,4266.7,0,6,33,16,200,20,1,0.16,149.1,0,29.28,0,0,7,47.73,70,0,7,Asia,Mobile
CUST_0058,Finance,Small,Pro,22.17,Social Media,19,0,0,0,2959.72,0,1,9,22,113,26,5,0.69,17.23,1,27.03,0,0,2,13.38,72,0,31,Asia,Desktop App
CUST_0059,Healthcare,Small,Business,90.71,Referral,14,1,0,0,4196.98,0,5,161,13,163,7,2,0.58,8.16,1,8.13,0,0,1,43.25,31,0,33,North America,Web
CUST_0060,Finance,Mid,Pro,19.99,Organic,7,0,1,0,6677.21,0,7,150,22,53,23,4,0.08,147.27,0,38.53,0,0,6,42.27,21,0,42,Australia,Web
CUST_0061,Design,Enterprise,Business,83.91,Email,15,0,0,0,6567.78,0,6,103,11,2,9,4,0.82,76.66,1,17.62,0,0,9,11.83,30,1,42,Australia,Web
CUST_0062,Education,Mid,Enterprise,67.69,Paid Ads,25,1,0,0,10043.73,0,10,145,17,6,3,0,0.15,86.31,0,30.38,0,0,12,23.66,35,1,33,Australia,Web
CUST_0063,Marketing,Small,Pro,29.11,Social Media,26,0,0,0,8073.89,0,9,115,16,12,1,5,1,78.29,1,36.71,0,0,9,16.69,38,1,8,Europe,Desktop App
CUST_0064,Healthcare,Small,Enterprise,40.76,Social Media,36,1,1,0,6498.82,0,5,91,22,96,5,3,0.58,57,1,49.23,0,0,1,2.44,66,1,0,Asia,Desktop App
CUST_0065,Design,Mid,Business,18.91,Email,8,0,1,0,10692.77,0,10,23,16,189,4,4,0.92,124.56,0,44.27,0,0,8,8.02,70,1,7,Europe,Desktop App
CUST_0066,Healthcare,Enterprise,Pro,93.21,Paid Ads,29,0,0,0,1523.14,0,3,6,22,119,9,2,0.84,76.63,0,22.92,0,0,14,1.06,61,1,59,North America,Mobile
CUST_0067,Marketing,Enterprise,Enterprise,23.63,Paid Ads,45,0,0,0,5093.11,0,3,90,20,128,19,1,0.96,16.05,1,44.26,0,0,14,36.01,50,0,26,Asia,Desktop App
CUST_0068,IT,Mid,Enterprise,29.55,Referral,45,0,0,0,11032.07,0,6,21,9,123,15,5,0.54,61.1,0,1.91,0,0,5,7.35,90,1,51,North America,Desktop App
CUST_0069,Healthcare,Mid,Business,111.3,Organic,21,0,1,0,8402.91,0,8,75,18,92,7,5,0.29,58.15,0,30.03,0,0,13,42.95,90,1,14,Australia,Web
CUST_0070,IT,Enterprise,Basic,118.22,Email,34,0,1,0,4047.24,0,5,77,25,6,30,3,0.31,60.1,0,14.29,0,0,8,23.47,4,0,18,Asia,Desktop App
CUST_0071,Marketing,Mid,Basic,34.24,Referral,43,1,0,0,8556.93,0,10,24,21,55,1,5,0.04,144.56,1,36.16,0,0,5,16.82,83,1,16,Europe,Desktop App
CUST_0072,Design,Mid,Pro,67.74,Organic,44,0,0,0,2727.81,0,9,72,22,38,3,1,0.24,148.19,1,30.43,0,0,13,37.28,100,1,39,Asia,Web
CUST_0073,Education,Small,Pro,98.98,Organic,8,1,0,1,349.16,1,3,150,10,61,30,3,0.32,36.19,0,25.76,1,1,11,3.01,55,0,58,Australia,Desktop App
CUST_0074,Design,Enterprise,Basic,54.23,Referral,22,1,1,1,14746.56,1,6,84,20,195,15,0,0.61,141.82,0,39.32,0,1,3,24.89,20,1,30,North America,Desktop App
CUST_0075,Healthcare,Mid,Pro,33.83,Paid Ads,18,0,0,0,1386.97,0,5,87,3,134,16,2,0.34,149.58,0,9.86,0,0,2,24.81,52,1,12,Asia,Web
CUST_0076,Marketing,Mid,Enterprise,114.8,Email,10,1,1,0,11938.5,0,2,42,14,84,30,3,0.06,101.18,1,30.9,0,0,2,48.91,39,1,34,Europe,Web
CUST_0077,Design,Enterprise,Pro,59.12,Organic,37,0,0,0,5530.45,0,9,173,7,104,1,3,0.49,96.87,1,28.61,0,0,13,18.78,37,0,30,Australia,Desktop App
CUST_0078,Design,Mid,Business,38.98,Organic,10,1,1,0,10192.07,0,3,65,20,43,10,5,0.68,125.73,0,0.63,0,0,10,39.63,47,0,48,Asia,Desktop App
CUST_0079,Design,Small,Basic,119.81,Social Media,5,1,0,1,11172.01,0,6,126,2,157,4,3,0.8,138.2,1,31.81,0,1,4,7.14,47,1,47,Australia,Web
CUST_0080,Marketing,Small,Business,89.95,Organic,39,0,0,0,11539.21,0,5,114,24,124,26,5,0.54,17.49,1,4.27,0,0,8,21.2,87,0,4,Asia,Desktop App
CUST_0081,Healthcare,Small,Basic,111.47,Organic,37,0,0,0,12820.36,0,10,50,10,109,9,4,0.22,137.56,1,38.45,0,0,10,6.51,81,0,33,Europe,Mobile
CUST_0082,IT,Enterprise,Enterprise,30.91,Email,11,1,1,1,2747.71,0,8,9,1,177,22,0,0.51,34.02,0,14.87,0,1,6,36.87,24,1,4,Asia,Web
CUST_0083,Healthcare,Enterprise,Business,118.34,Email,16,1,1,0,7806.53,0,6,126,24,87,23,4,0.62,147.8,0,28.02,0,0,11,22.12,52,0,52,North America,Desktop App
CUST_0084,Healthcare,Small,Enterprise,28.18,Social Media,18,1,1,1,1088.25,1,1,116,24,122,10,2,0.98,134.97,0,29.3,1,0,12,30.25,12,0,55,North America,Web
CUST_0085,Marketing,Enterprise,Basic,84.27,Organic,28,0,0,0,9470.98,0,9,124,7,180,4,1,0.32,113.81,0,2.3,0,0,14,9.23,92,1,50,Europe,Mobile
CUST_0086,Education,Enterprise,Business,85.45,Social Media,13,1,1,0,5911.68,0,10,134,17,191,21,5,0.52,14.67,0,29.49,0,0,12,40.77,92,0,19,North America,Web
CUST_0087,Design,Enterprise,Basic,96.94,Organic,20,0,1,0,5894.19,0,6,179,5,41,18,3,0.53,89.81,1,37.1,0,0,6,49.56,84,0,44,Australia,Mobile
CUST_0088,Marketing,Small,Enterprise,57.38,Social Media,25,0,1,0,14224.9,0,2,95,15,154,16,5,0.8,116.21,1,30.94,0,0,3,20.99,19,0,18,North America,Web
CUST_0089,Education,Small,Enterprise,92.87,Organic,49,1,1,1,14300.7,0,3,18,21,199,18,2,0.72,141.56,0,19.48,0,0,2,22.19,63,0,28,Asia,Web
CUST_0090,IT,Mid,Pro,56.11,Social Media,21,0,0,0,8432.31,0,4,79,18,70,13,1,0.55,87.17,1,11.68,0,0,2,8.18,49,1,37,Europe,Web
CUST_0091,Design,Enterprise,Enterprise,26.41,Email,40,1,0,0,11489.19,0,2,24,17,130,29,2,0.65,127.41,0,1.5,0,0,1,21.89,88,1,14,North America,Web
CUST_0092,Education,Small,Enterprise,38.89,Email,32,0,1,0,11553.12,0,7,113,12,54,11,2,0.77,34.76,1,26.32,0,0,13,45.14,85,1,13,Europe,Mobile
CUST_0093,Design,Mid,Pro,47.23,Email,34,1,1,0,541.93,0,4,49,19,76,29,2,0.26,72.66,0,28.29,0,0,11,45.24,6,1,50,North America,Web
CUST_0094,Marketing,Enterprise,Basic,96.57,Social Media,37,1,1,1,11620.85,1,10,54,10,21,13,1,0.75,40.16,1,41.66,0,1,8,29.21,83,1,16,North America,Desktop App
CUST_0095,Marketing,Mid,Enterprise,54.67,Organic,40,0,1,0,13302.14,0,3,97,12,100,6,5,0.5,137.09,0,6.11,0,0,9,33.86,78,1,29,Australia,Web
CUST_0096,IT,Small,Basic,78.99,Paid Ads,46,0,1,0,10892.05,0,2,144,4,92,26,4,0.95,20.54,1,40.45,0,0,13,30.86,36,1,43,Australia,Mobile
CUST_0097,Design,Mid,Basic,63.23,Organic,1,1,0,0,7313.06,0,2,16,23,148,21,5,0.85,116.61,0,45.07,0,0,8,49.14,19,0,56,Australia,Web
CUST_0098,Design,Mid,Business,116.09,Email,4,1,0,0,11748.62,0,8,44,15,35,12,4,0.23,134.87,0,10.42,0,0,6,1.15,11,0,18,Europe,Desktop App
CUST_0099,Design,Small,Pro,40.58,Email,47,0,0,0,6107.78,0,7,114,16,171,5,2,0.47,13.39,1,36.33,0,0,14,36.65,77,0,45,Asia,Web
CUST_0100,Design,Enterprise,Enterprise,39.52,Paid Ads,6,0,0,0,513.5,0,3,61,19,10,11,3,0.92,33.71,0,15.57,0,0,12,13.51,92,1,5,North America,Mobile
CUST_0101,IT,Mid,Enterprise,29.21,Social Media,7,0,1,0,14618.49,0,10,63,10,1,5,3,0.59,115.01,1,24.9,0,0,7,6.95,9,0,1,Europe,Mobile
CUST_0102,Finance,Enterprise,Pro,41.52,Paid Ads,14,0,1,0,2853.19,0,7,49,23,127,30,5,0.86,16.91,1,37.15,0,0,5,7.36,55,1,47,Asia,Mobile
CUST_0103,Marketing,Enterprise,Basic,41.23,Email,21,0,0,0,1400.08,0,8,136,7,178,28,0,0.55,23.25,0,42.81,0,0,12,3.95,96,0,19,Europe,Mobile
CUST_0104,Finance,Enterprise,Enterprise,95,Paid Ads,29,0,0,0,11933.05,0,8,46,18,5,28,5,0.44,125.72,0,36.84,0,0,12,6.04,81,1,28,Europe,Web
CUST_0105,IT,Mid,Basic,81.18,Referral,7,1,1,0,11925.8,0,6,16,25,63,4,0,0.09,137.86,1,28.14,0,0,6,10.52,24,1,12,Australia,Mobile
CUST_0106,Design,Small,Pro,37.98,Referral,18,1,0,0,4692.55,0,2,79,22,155,18,0,0.7,132.02,0,21.88,0,0,13,38.63,83,0,34,North America,Web
CUST_0107,Healthcare,Enterprise,Basic,48.19,Referral,36,1,0,0,9624.81,0,9,122,14,142,2,1,0.42,60.96,1,36.13,0,0,6,5.47,64,1,47,Australia,Desktop App
CUST_0108,Healthcare,Small,Basic,74.78,Referral,36,0,0,0,615.54,0,1,153,10,35,10,0,0.59,30.52,0,30.31,0,0,8,23.57,50,1,60,Asia,Web
CUST_0109,Education,Small,Business,111.83,Email,29,1,1,0,14554.57,0,5,15,9,20,22,5,0.84,38.2,0,0.55,0,0,12,7.32,59,0,32,North America,Desktop App
CUST_0110,Education,Enterprise,Basic,61.61,Organic,6,0,1,0,12841.24,0,4,176,5,107,2,0,0.31,146.95,1,11.58,0,0,1,43.64,86,0,26,North America,Desktop App
CUST_0111,Healthcare,Small,Enterprise,58.58,Paid Ads,44,0,0,0,7270.77,0,6,135,9,55,10,4,0.22,6.7,1,47,0,0,8,25.6,71,1,47,North America,Desktop App
CUST_0112,IT,Small,Basic,92.04,Paid Ads,20,1,1,1,14303.42,0,3,180,3,149,29,2,0.73,102.89,0,38.4,1,1,13,23.74,78,1,0,North America,Desktop App
CUST_0113,Design,Mid,Business,95.19,Email,15,0,0,0,5197.7,0,1,43,5,138,9,4,0.71,123.94,0,25.85,0,0,6,37.79,36,0,26,Asia,Web
CUST_0114,IT,Enterprise,Business,100.52,Social Media,19,1,0,0,14493.16,0,5,65,14,3,22,0,0.04,44.37,1,40.51,0,0,11,18.92,31,1,5,Europe,Desktop App
CUST_0115,Finance,Enterprise,Basic,115.96,Social Media,17,1,0,1,11069.51,1,2,47,3,182,21,2,0.83,73.92,0,44.91,0,0,2,49.54,77,1,26,North America,Web
CUST_0116,Education,Mid,Pro,109.83,Email,50,0,1,0,541.96,0,3,173,16,36,6,3,0.39,149.36,0,39.83,0,0,14,22.1,19,1,42,Australia,Desktop App
CUST_0117,Healthcare,Enterprise,Enterprise,104.87,Organic,28,0,1,0,13155.07,0,5,98,1,84,28,1,0.64,27.16,0,35.48,0,0,2,13.47,28,0,24,Australia,Mobile
CUST_0118,Design,Small,Business,78.29,Email,7,0,1,0,3042.91,0,4,58,12,155,24,0,0.54,26.38,0,4.47,0,0,9,23.91,32,1,58,Asia,Desktop App
CUST_0119,Design,Small,Basic,117.96,Organic,11,0,0,0,5617.07,0,10,122,8,107,13,1,0.35,12.11,1,48.76,0,0,12,34.96,69,0,16,Australia,Desktop App
CUST_0120,Education,Enterprise,Business,18.23,Organic,44,0,1,0,10562.98,0,6,58,7,63,17,2,0.53,41.6,1,7.66,0,0,1,36.32,47,1,0,Australia,Desktop App
CUST_0121,Design,Small,Pro,67.49,Paid Ads,12,1,1,1,9013.01,1,2,94,17,128,9,4,0.91,112.23,0,11.46,1,1,5,8.17,96,1,57,Asia,Desktop App
CUST_0122,Healthcare,Enterprise,Pro,31.61,Organic,23,1,0,0,4736.42,0,2,143,12,4,26,0,0.43,103.03,1,34.29,0,0,3,32.08,94,1,11,Asia,Web
CUST_0123,Design,Enterprise,Pro,98.85,Email,10,1,0,1,10452.88,1,1,174,5,75,3,0,0.74,133.06,1,29.75,0,0,9,41.95,37,1,0,Europe,Web
CUST_0124,Education,Small,Pro,47.38,Social Media,9,1,0,1,2274.02,1,7,169,1,102,20,2,0.7,100.3,0,5.9,1,1,13,35.73,81,1,49,Europe,Desktop App
CUST_0125,Education,Small,Enterprise,113.97,Social Media,34,1,1,1,13290.92,1,5,93,24,35,12,2,0.3,96.24,0,46.45,0,1,1,4.31,69,0,22,Europe,Mobile
CUST_0126,Design,Small,Business,92.62,Organic,25,1,0,1,9585.86,1,6,171,17,159,5,2,0.3,119.75,0,20.96,0,0,9,10.18,88,0,20,North America,Desktop App
CUST_0127,Finance,Small,Pro,108.48,Email,19,0,1,0,5151.5,0,3,28,25,198,5,5,0.6,13.25,0,17.19,0,0,3,28.77,92,1,0,Europe,Web
CUST_0128,Finance,Mid,Business,50.05,Paid Ads,38,0,1,0,2905.84,0,3,31,16,86,1,3,0.14,44.61,1,1.49,0,0,12,2.19,18,0,27,Australia,Desktop App
CUST_0129,Design,Enterprise,Pro,101.48,Referral,32,0,0,0,10195.46,0,9,157,11,198,26,4,0.55,60.33,1,19.07,0,0,11,6.87,4,1,13,Australia,Mobile
CUST_0130,IT,Mid,Business,50.47,Social Media,14,1,1,1,13920.83,1,1,151,23,9,29,5,0.23,41.19,0,43.55,1,1,2,5.99,47,0,53,Asia,Desktop App
CUST_0131,Education,Small,Business,39.8,Referral,6,1,0,0,13189.91,0,7,109,4,192,22,3,0.24,10.71,0,42.12,0,0,13,42.89,31,1,16,Australia,Desktop App
CUST_0132,Marketing,Small,Enterprise,67.53,Email,15,0,1,0,10597.57,0,1,46,18,95,27,4,0.88,113.33,0,13.13,0,0,9,18.93,27,0,13,North America,Web
CUST_0133,Finance,Mid,Basic,72.14,Referral,44,1,1,0,13717.23,0,6,148,21,194,4,4,0.2,99.71,0,14.17,0,0,10,45.57,58,1,10,Europe,Mobile
CUST_0134,Marketing,Mid,Pro,94.79,Organic,15,1,1,0,279.53,0,9,152,1,124,18,0,1,40.07,1,31.17,0,0,11,4.27,15,1,38,Europe,Desktop App
CUST_0135,IT,Enterprise,Pro,113.42,Social Media,39,0,0,0,8583.72,0,6,174,12,112,11,3,0.32,66.15,0,27.57,0,0,4,32.92,6,1,52,North America,Desktop App
CUST_0136,Healthcare,Small,Basic,95.3,Organic,38,1,0,1,10271.7,1,9,103,18,8,2,3,0.32,50.07,1,32.34,0,1,6,40.88,81,1,44,Asia,Web
CUST_0137,Education,Enterprise,Enterprise,69.15,Email,19,1,0,0,318.56,0,6,68,18,176,22,1,0.43,82.66,1,4.24,0,0,12,29.61,43,0,44,Asia,Mobile
CUST_0138,Education,Enterprise,Pro,96.85,Paid Ads,18,0,1,0,5041.1,0,5,109,5,165,7,0,0.83,43.93,1,30.88,0,0,2,7.18,94,0,51,Asia,Desktop App
CUST_0139,IT,Mid,Enterprise,29.12,Organic,19,1,1,0,4251.89,0,6,22,23,194,3,2,0.27,78.25,0,30.92,0,0,3,40,34,0,12,North America,Mobile
CUST_0140,Marketing,Mid,Basic,21.88,Email,41,0,0,0,13508.89,0,8,106,14,48,24,0,0.13,6.51,0,8.78,0,0,11,16.25,24,1,53,Asia,Desktop App
CUST_0141,Education,Small,Pro,50.2,Paid Ads,41,1,1,1,13180.57,0,10,151,14,1,18,1,0.26,119.33,1,6.55,1,0,1,36.15,23,1,36,Australia,Mobile
CUST_0142,Design,Mid,Basic,80.2,Organic,22,0,1,0,11612.94,0,3,110,1,23,26,2,0.75,145.15,0,24.77,0,0,11,27.3,91,0,43,Asia,Desktop App
CUST_0143,Marketing,Small,Pro,69.07,Referral,26,1,0,0,7882.85,0,5,101,3,78,19,2,0.46,143.33,0,42.6,0,0,9,43.94,52,0,29,Australia,Mobile
